sector_id_i	sector_id_j	corr
1	1	0.0187437
1	2	0.0070029
1	3	0.0099533
1	4	0.0088188
1	5	0.0111359
1	6	0.0089922
1	7	0
1	8	0.0128465
1	9	0.0118486
1	10	0.0062305
1	11	0.0097919
1	12	0.0096685
1	13	0.0043386
1	14	0.005148
1	15	0.0051942
1	16	0.0033831
1	17	0.0028096
1	18	0.0116098
1	19	0.0116098
1	20	0.0116098
1	21	0.0271113
1	22	0.0116098
1	23	0.0271113
1	24	0.0271113
1	25	0
1	26	0
1	27	0.0127968
1	28	0.0098338
1	29	0.0173124
1	30	0.0098338
1	31	0.0182271
1	32	0.0127076
1	33	0.0098338
1	34	0.0098221
1	35	0.0271113
2	1	0.0070029
2	2	0.0040628
2	3	0.0060942
2	4	0.0053996
2	5	0.0048994
2	6	0.004284
2	7	0
2	8	0.0086158
2	9	0.005213
2	10	0.0034622
2	11	0.0041015
2	12	0.0034204
2	13	0.0026579
2	14	0.0016048
2	15	0.0016192
2	16	0.0044334
2	17	0.0018446
2	18	0.0105919
2	19	0.0105919
2	20	0.0105919
2	21	0.0187799
2	22	0.0105919
2	23	0.0187799
2	24	0.0187799
2	25	0
2	26	0
2	27	0.0153102
2	28	0.0077177
2	29	0.0144099
2	30	0.0077177
2	31	0.0174909
2	32	0.0138171
2	33	0.0077177
2	34	0.0101404
2	35	0.0187799
3	1	0.0099533
3	2	0.0060942
3	3	0.0110786
3	4	0.0098159
3	5	0.0078691
3	6	0.0065405
3	7	0
3	8	0.0161779
3	9	0.0083727
3	10	0.0061726
3	11	0.0064701
3	12	0.0051217
3	13	0.0051658
3	14	0.0028153
3	15	0.0028406
3	16	0.0079337
3	17	0.0031939
3	18	0.020272
3	19	0.020272
3	20	0.020272
3	21	0.0340789
3	22	0.020272
3	23	0.0340789
3	24	0.0340789
3	25	0
3	26	0
3	27	0.0287577
3	28	0.0156321
3	29	0.0285902
3	30	0.0156321
3	31	0.0313914
3	32	0.0255186
3	33	0.0156321
3	34	0.0189954
3	35	0.0340789
4	1	0.0088188
4	2	0.0053996
4	3	0.0098159
4	4	0.0086971
4	5	0.0069722
4	6	0.005795
4	7	0
4	8	0.0143339
4	9	0.0074184
4	10	0.005469
4	11	0.0057327
4	12	0.004538
4	13	0.004577
4	14	0.0024944
4	15	0.0025168
4	16	0.0070294
4	17	0.0028298
4	18	0.0179614
4	19	0.0179614
4	20	0.0179614
4	21	0.0301946
4	22	0.0179614
4	23	0.0301946
4	24	0.0301946
4	25	0
4	26	0
4	27	0.0254799
4	28	0.0138504
4	29	0.0253315
4	30	0.0138504
4	31	0.0278134
4	32	0.02261
4	33	0.0138504
4	34	0.0168303
4	35	0.0301946
5	1	0.0111359
5	2	0.0048994
5	3	0.0078691
5	4	0.0069722
5	5	0.0079385
5	6	0.006196
5	7	0
5	8	0.0101834
5	9	0.0084466
5	10	0.0044054
5	11	0.0058803
5	12	0.0051855
5	13	0.0030354
5	14	0.0031297
5	15	0.0031578
5	16	0.0040581
5	17	0.0021436
5	18	0.0115564
5	19	0.0115564
5	20	0.0115564
5	21	0.0225756
5	22	0.0115564
5	23	0.0225756
5	24	0.0225756
5	25	0
5	26	0
5	27	0.0153985
5	28	0.0098453
5	29	0.0187378
5	30	0.0098453
5	31	0.0184131
5	32	0.0138338
5	33	0.0098453
5	34	0.0103123
5	35	0.0225756
6	1	0.0089922
6	2	0.004284
6	3	0.0065405
6	4	0.005795
6	5	0.006196
6	6	0.0071539
6	7	0
6	8	0.0077801
6	9	0.0065926
6	10	0.0046362
6	11	0.0048522
6	12	0.0050078
6	13	0.0030496
6	14	0.0022381
6	15	0.0022582
6	16	0.0040302
6	17	0.0023839
6	18	0.0101176
6	19	0.0101176
6	20	0.0101176
6	21	0.0192862
6	22	0.0101176
6	23	0.0192862
6	24	0.0192862
6	25	0
6	26	0
6	27	0.01507
6	28	0.0076574
6	29	0.0154355
6	30	0.0076574
6	31	0.0157411
6	32	0.0119462
6	33	0.0076574
6	34	0.0081571
6	35	0.0192862
7	1	0
7	2	0
7	3	0
7	4	0
7	5	0
7	6	0
7	7	0.0076413
7	8	0
7	9	0
7	10	0
7	11	0
7	12	0
7	13	0
7	14	0
7	15	0
7	16	0
7	17	0
7	18	0
7	19	0
7	20	0
7	21	0
7	22	0
7	23	0
7	24	0
7	25	0
7	26	0
7	27	0
7	28	0
7	29	0
7	30	0
7	31	0
7	32	0
7	33	0
7	34	0
7	35	0
8	1	0.0128465
8	2	0.0086158
8	3	0.0161779
8	4	0.0143339
8	5	0.0101834
8	6	0.0077801
8	7	0
8	8	0.025972
8	9	0.0108353
8	10	0.0086999
8	11	0.0091078
8	12	0.0067164
8	13	0.0076957
8	14	0.0038716
8	15	0.0039063
8	16	0.0115964
8	17	0.004299
8	18	0.0305903
8	19	0.0305903
8	20	0.0305903
8	21	0.0502014
8	22	0.0305903
8	23	0.0502014
8	24	0.0502014
8	25	0
8	26	0
8	27	0.0421466
8	28	0.0236121
8	29	0.0401339
8	30	0.0236121
8	31	0.0471919
8	32	0.037486
8	33	0.0236121
8	34	0.0288474
8	35	0.0502014
9	1	0.0118486
9	2	0.005213
9	3	0.0083727
9	4	0.0074184
9	5	0.0084466
9	6	0.0065926
9	7	0
9	8	0.0108353
9	9	0.0089873
9	10	0.0046873
9	11	0.0062566
9	12	0.0055174
9	13	0.0032297
9	14	0.0033301
9	15	0.0033599
9	16	0.0043179
9	17	0.0022808
9	18	0.0122961
9	19	0.0122961
9	20	0.0122961
9	21	0.0240206
9	22	0.0122961
9	23	0.0240206
9	24	0.0240206
9	25	0
9	26	0
9	27	0.0163841
9	28	0.0104755
9	29	0.0199372
9	30	0.0104755
9	31	0.0195917
9	32	0.0147192
9	33	0.0104755
9	34	0.0109723
9	35	0.0240206
10	1	0.0062305
10	2	0.0034622
10	3	0.0061726
10	4	0.005469
10	5	0.0044054
10	6	0.0046362
10	7	0
10	8	0.0086999
10	9	0.0046873
10	10	0.0049916
10	11	0.0040666
10	12	0.0044286
10	13	0.0035376
10	14	0.0017906
10	15	0.0018067
10	16	0.0043905
10	17	0.0021599
10	18	0.0107263
10	19	0.0107263
10	20	0.0107263
10	21	0.019112
10	22	0.0107263
10	23	0.019112
10	24	0.019112
10	25	0
10	26	0
10	27	0.0157659
10	28	0.0078853
10	29	0.0147007
10	30	0.0078853
10	31	0.016779
10	32	0.0133142
10	33	0.0078853
10	34	0.009845
10	35	0.019112
11	1	0.0097919
11	2	0.0041015
11	3	0.0064701
11	4	0.0057327
11	5	0.0058803
11	6	0.0048522
11	7	0
11	8	0.0091078
11	9	0.0062566
11	10	0.0040666
11	11	0.0056452
11	12	0.0053823
11	13	0.0031317
11	14	0.0027309
11	15	0.0027554
11	16	0.0032088
11	17	0.0019291
11	18	0.0094017
11	19	0.0094017
11	20	0.0094017
11	21	0.0187391
11	22	0.0094017
11	23	0.0187391
11	24	0.0187391
11	25	0
11	26	0
11	27	0.0115837
11	28	0.0074095
11	29	0.0128678
11	30	0.0074095
11	31	0.0142938
11	32	0.0110799
11	33	0.0074095
11	34	0.0084636
11	35	0.0187391
12	1	0.0096685
12	2	0.0034204
12	3	0.0051217
12	4	0.004538
12	5	0.0051855
12	6	0.0050078
12	7	0
12	8	0.0067164
12	9	0.0055174
12	10	0.0044286
12	11	0.0053823
12	12	0.0062125
12	13	0.0030391
12	14	0.0027701
12	15	0.002795
12	16	0.0018303
12	17	0.0017923
12	18	0.0059423
12	19	0.0059423
12	20	0.0059423
12	21	0.0141927
12	22	0.0059423
12	23	0.0141927
12	24	0.0141927
12	25	0
12	26	0
12	27	0.0067767
12	28	0.0045621
12	29	0.0078872
12	30	0.0045621
12	31	0.0087829
12	32	0.0064433
12	33	0.0045621
12	34	0.0049624
12	35	0.0141927
13	1	0.0043386
13	2	0.0026579
13	3	0.0051658
13	4	0.004577
13	5	0.0030354
13	6	0.0030496
13	7	0
13	8	0.0076957
13	9	0.0032297
13	10	0.0035376
13	11	0.0031317
13	12	0.0030391
13	13	0.0046698
13	14	0.0020809
13	15	0.0020995
13	16	0.0036538
13	17	0.0020181
13	18	0.0095482
13	19	0.0095482
13	20	0.0095482
13	21	0.0170669
13	22	0.0095482
13	23	0.0170669
13	24	0.0170669
13	25	0.0042293
13	26	0.0042293
13	27	0.0137595
13	28	0.0072792
13	29	0.013029
13	30	0.0072792
13	31	0.0142943
13	32	0.0116586
13	33	0.0072792
13	34	0.0086919
13	35	0.0170669
14	1	0.005148
14	2	0.0016048
14	3	0.0028153
14	4	0.0024944
14	5	0.0031297
14	6	0.0022381
14	7	0
14	8	0.0038716
14	9	0.0033301
14	10	0.0017906
14	11	0.0027309
14	12	0.0027701
14	13	0.0020809
14	14	0.0021414
14	15	0.0021606
14	16	0.0004266
14	17	0.0008539
14	18	0.0029679
14	19	0.0029679
14	20	0.0029679
14	21	0.0078304
14	22	0.0029679
14	23	0.0078304
14	24	0.0078304
14	25	0
14	26	0
14	27	0.0026989
14	28	0.0032747
14	29	0.005454
14	30	0.0032747
14	31	0.0040929
14	32	0.0024311
14	33	0.0032747
14	34	0.0022006
14	35	0.0078304
15	1	0.0051942
15	2	0.0016192
15	3	0.0028406
15	4	0.0025168
15	5	0.0031578
15	6	0.0022582
15	7	0
15	8	0.0039063
15	9	0.0033599
15	10	0.0018067
15	11	0.0027554
15	12	0.002795
15	13	0.0020995
15	14	0.0021606
15	15	0.00218
15	16	0.0004304
15	17	0.0008616
15	18	0.0029946
15	19	0.0029946
15	20	0.0029946
15	21	0.0079006
15	22	0.0029946
15	23	0.0079006
15	24	0.0079006
15	25	0
15	26	0
15	27	0.0027231
15	28	0.0033041
15	29	0.0055029
15	30	0.0033041
15	31	0.0041296
15	32	0.0024529
15	33	0.0033041
15	34	0.0022203
15	35	0.0079006
16	1	0.0033831
16	2	0.0044334
16	3	0.0079337
16	4	0.0070294
16	5	0.0040581
16	6	0.0040302
16	7	0
16	8	0.0115964
16	9	0.0043179
16	10	0.0043905
16	11	0.0032088
16	12	0.0018303
16	13	0.0036538
16	14	0.0004266
16	15	0.0004304
16	16	0.0082836
16	17	0.0026478
16	18	0.0178412
16	19	0.0178412
16	20	0.0178412
16	21	0.0268314
16	22	0.0178412
16	23	0.0268314
16	24	0.0268314
16	25	0
16	26	0
16	27	0.028213
16	28	0.0124466
16	29	0.0244116
16	30	0.0124466
16	31	0.0287175
16	32	0.0245365
16	33	0.0124466
16	34	0.0174821
16	35	0.0268314
17	1	0.0028096
17	2	0.0018446
17	3	0.0031939
17	4	0.0028298
17	5	0.0021436
17	6	0.0023839
17	7	0
17	8	0.004299
17	9	0.0022808
17	10	0.0021599
17	11	0.0019291
17	12	0.0017923
17	13	0.0020181
17	14	0.0008539
17	15	0.0008616
17	16	0.0026478
17	17	0.0012674
17	18	0.006129
17	19	0.006129
17	20	0.006129
17	21	0.0105049
17	22	0.006129
17	23	0.0105049
17	24	0.0105049
17	25	0
17	26	0
17	27	0.0094274
17	28	0.0044975
17	29	0.00888
17	30	0.0044975
17	31	0.0094757
17	32	0.0078188
17	33	0.0044975
17	34	0.0054891
17	35	0.0105049
18	1	0.0116098
18	2	0.0105919
18	3	0.020272
18	4	0.0179614
18	5	0.0115564
18	6	0.0101176
18	7	0
18	8	0.0305903
18	9	0.0122961
18	10	0.0107263
18	11	0.0094017
18	12	0.0059423
18	13	0.0095482
18	14	0.0029679
18	15	0.0029946
18	16	0.0178412
18	17	0.006129
18	18	0.0424908
18	19	0.0424908
18	20	0.0424908
18	21	0.0658226
18	22	0.0424908
18	23	0.0658226
18	24	0.0658226
18	25	0
18	26	0
18	27	0.0632995
18	28	0.0315866
18	29	0.0585498
18	30	0.0315866
18	31	0.0658464
18	32	0.0550664
18	33	0.0315866
18	34	0.0402475
18	35	0.0658226
19	1	0.0116098
19	2	0.0105919
19	3	0.020272
19	4	0.0179614
19	5	0.0115564
19	6	0.0101176
19	7	0
19	8	0.0305903
19	9	0.0122961
19	10	0.0107263
19	11	0.0094017
19	12	0.0059423
19	13	0.0095482
19	14	0.0029679
19	15	0.0029946
19	16	0.0178412
19	17	0.006129
19	18	0.0424908
19	19	0.0424908
19	20	0.0424908
19	21	0.0658226
19	22	0.0424908
19	23	0.0658226
19	24	0.0658226
19	25	0
19	26	0
19	27	0.0632995
19	28	0.0315866
19	29	0.0585498
19	30	0.0315866
19	31	0.0658464
19	32	0.0550664
19	33	0.0315866
19	34	0.0402475
19	35	0.0658226
20	1	0.0116098
20	2	0.0105919
20	3	0.020272
20	4	0.0179614
20	5	0.0115564
20	6	0.0101176
20	7	0
20	8	0.0305903
20	9	0.0122961
20	10	0.0107263
20	11	0.0094017
20	12	0.0059423
20	13	0.0095482
20	14	0.0029679
20	15	0.0029946
20	16	0.0178412
20	17	0.006129
20	18	0.0424908
20	19	0.0424908
20	20	0.0424908
20	21	0.0658226
20	22	0.0424908
20	23	0.0658226
20	24	0.0658226
20	25	0
20	26	0
20	27	0.0632995
20	28	0.0315866
20	29	0.0585498
20	30	0.0315866
20	31	0.0658464
20	32	0.0550664
20	33	0.0315866
20	34	0.0402475
20	35	0.0658226
21	1	0.0271113
21	2	0.0187799
21	3	0.0340789
21	4	0.0301946
21	5	0.0225756
21	6	0.0192862
21	7	0
21	8	0.0502014
21	9	0.0240206
21	10	0.019112
21	11	0.0187391
21	12	0.0141927
21	13	0.0170669
21	14	0.0078304
21	15	0.0079006
21	16	0.0268314
21	17	0.0105049
21	18	0.0658226
21	19	0.0658226
21	20	0.0658226
21	21	0.1085422
21	22	0.0658226
21	23	0.1085422
21	24	0.1085422
21	25	0
21	26	0
21	27	0.0960603
21	28	0.0500391
21	29	0.0926222
21	30	0.0500391
21	31	0.1027901
21	32	0.0839111
21	33	0.0500391
21	34	0.061851
21	35	0.1085422
22	1	0.0116098
22	2	0.0105919
22	3	0.020272
22	4	0.0179614
22	5	0.0115564
22	6	0.0101176
22	7	0
22	8	0.0305903
22	9	0.0122961
22	10	0.0107263
22	11	0.0094017
22	12	0.0059423
22	13	0.0095482
22	14	0.0029679
22	15	0.0029946
22	16	0.0178412
22	17	0.006129
22	18	0.0424908
22	19	0.0424908
22	20	0.0424908
22	21	0.0658226
22	22	0.0424908
22	23	0.0658226
22	24	0.0658226
22	25	0
22	26	0
22	27	0.0632995
22	28	0.0315866
22	29	0.0585498
22	30	0.0315866
22	31	0.0658464
22	32	0.0550664
22	33	0.0315866
22	34	0.0402475
22	35	0.0658226
23	1	0.0271113
23	2	0.0187799
23	3	0.0340789
23	4	0.0301946
23	5	0.0225756
23	6	0.0192862
23	7	0
23	8	0.0502014
23	9	0.0240206
23	10	0.019112
23	11	0.0187391
23	12	0.0141927
23	13	0.0170669
23	14	0.0078304
23	15	0.0079006
23	16	0.0268314
23	17	0.0105049
23	18	0.0658226
23	19	0.0658226
23	20	0.0658226
23	21	0.1085422
23	22	0.0658226
23	23	0.1085422
23	24	0.1085422
23	25	0
23	26	0
23	27	0.0960603
23	28	0.0500391
23	29	0.0926222
23	30	0.0500391
23	31	0.1027901
23	32	0.0839111
23	33	0.0500391
23	34	0.061851
23	35	0.1085422
24	1	0.0271113
24	2	0.0187799
24	3	0.0340789
24	4	0.0301946
24	5	0.0225756
24	6	0.0192862
24	7	0
24	8	0.0502014
24	9	0.0240206
24	10	0.019112
24	11	0.0187391
24	12	0.0141927
24	13	0.0170669
24	14	0.0078304
24	15	0.0079006
24	16	0.0268314
24	17	0.0105049
24	18	0.0658226
24	19	0.0658226
24	20	0.0658226
24	21	0.1085422
24	22	0.0658226
24	23	0.1085422
24	24	0.1085422
24	25	0
24	26	0
24	27	0.0960603
24	28	0.0500391
24	29	0.0926222
24	30	0.0500391
24	31	0.1027901
24	32	0.0839111
24	33	0.0500391
24	34	0.061851
24	35	0.1085422
25	1	0
25	2	0
25	3	0
25	4	0
25	5	0
25	6	0
25	7	0
25	8	0
25	9	0
25	10	0
25	11	0
25	12	0
25	13	0.0042293
25	14	0
25	15	0
25	16	0
25	17	0
25	18	0
25	19	0
25	20	0
25	21	0
25	22	0
25	23	0
25	24	0
25	25	0.0067491
25	26	0.0067491
25	27	0
25	28	0
25	29	0
25	30	0
25	31	0
25	32	0
25	33	0
25	34	0
25	35	0
26	1	0
26	2	0
26	3	0
26	4	0
26	5	0
26	6	0
26	7	0
26	8	0
26	9	0
26	10	0
26	11	0
26	12	0
26	13	0.0042293
26	14	0
26	15	0
26	16	0
26	17	0
26	18	0
26	19	0
26	20	0
26	21	0
26	22	0
26	23	0
26	24	0
26	25	0.0067491
26	26	0.0067491
26	27	0
26	28	0
26	29	0
26	30	0
26	31	0
26	32	0
26	33	0
26	34	0
26	35	0
27	1	0.0127968
27	2	0.0153102
27	3	0.0287577
27	4	0.0254799
27	5	0.0153985
27	6	0.01507
27	7	0
27	8	0.0421466
27	9	0.0163841
27	10	0.0157659
27	11	0.0115837
27	12	0.0067767
27	13	0.0137595
27	14	0.0026989
27	15	0.0027231
27	16	0.028213
27	17	0.0094274
27	18	0.0632995
27	19	0.0632995
27	20	0.0632995
27	21	0.0960603
27	22	0.0632995
27	23	0.0960603
27	24	0.0960603
27	25	0
27	26	0
27	27	0.0987988
27	28	0.0458681
27	29	0.0886207
27	30	0.0458681
27	31	0.0999991
27	32	0.0842269
27	33	0.0458681
27	34	0.0602864
27	35	0.0960603
28	1	0.0098338
28	2	0.0077177
28	3	0.0156321
28	4	0.0138504
28	5	0.0098453
28	6	0.0076574
28	7	0
28	8	0.0236121
28	9	0.0104755
28	10	0.0078853
28	11	0.0074095
28	12	0.0045621
28	13	0.0072792
28	14	0.0032747
28	15	0.0033041
28	16	0.0124466
28	17	0.0044975
28	18	0.0315866
28	19	0.0315866
28	20	0.0315866
28	21	0.0500391
28	22	0.0315866
28	23	0.0500391
28	24	0.0500391
28	25	0
28	26	0
28	27	0.0458681
28	28	0.025194
28	29	0.0463091
28	30	0.025194
28	31	0.0480682
28	32	0.0391662
28	33	0.025194
28	34	0.0290071
28	35	0.0500391
29	1	0.0173124
29	2	0.0144099
29	3	0.0285902
29	4	0.0253315
29	5	0.0187378
29	6	0.0154355
29	7	0
29	8	0.0401339
29	9	0.0199372
29	10	0.0147007
29	11	0.0128678
29	12	0.0078872
29	13	0.013029
29	14	0.005454
29	15	0.0055029
29	16	0.0244116
29	17	0.00888
29	18	0.0585498
29	19	0.0585498
29	20	0.0585498
29	21	0.0926222
29	22	0.0585498
29	23	0.0926222
29	24	0.0926222
29	25	0
29	26	0
29	27	0.0886207
29	28	0.0463091
29	29	0.0911767
29	30	0.0463091
29	31	0.0898615
29	32	0.075737
29	33	0.0463091
29	34	0.0544216
29	35	0.0926222
30	1	0.0098338
30	2	0.0077177
30	3	0.0156321
30	4	0.0138504
30	5	0.0098453
30	6	0.0076574
30	7	0
30	8	0.0236121
30	9	0.0104755
30	10	0.0078853
30	11	0.0074095
30	12	0.0045621
30	13	0.0072792
30	14	0.0032747
30	15	0.0033041
30	16	0.0124466
30	17	0.0044975
30	18	0.0315866
30	19	0.0315866
30	20	0.0315866
30	21	0.0500391
30	22	0.0315866
30	23	0.0500391
30	24	0.0500391
30	25	0
30	26	0
30	27	0.0458681
30	28	0.025194
30	29	0.0463091
30	30	0.025194
30	31	0.0480682
30	32	0.0391662
30	33	0.025194
30	34	0.0290071
30	35	0.0500391
31	1	0.0182271
31	2	0.0174909
31	3	0.0313914
31	4	0.0278134
31	5	0.0184131
31	6	0.0157411
31	7	0
31	8	0.0471919
31	9	0.0195917
31	10	0.016779
31	11	0.0142938
31	12	0.0087829
31	13	0.0142943
31	14	0.0040929
31	15	0.0041296
31	16	0.0287175
31	17	0.0094757
31	18	0.0658464
31	19	0.0658464
31	20	0.0658464
31	21	0.1027901
31	22	0.0658464
31	23	0.1027901
31	24	0.1027901
31	25	0
31	26	0
31	27	0.0999991
31	28	0.0480682
31	29	0.0898615
31	30	0.0480682
31	31	0.106344
31	32	0.0872347
31	33	0.0480682
31	34	0.0639164
31	35	0.1027901
32	1	0.0127076
32	2	0.0138171
32	3	0.0255186
32	4	0.02261
32	5	0.0138338
32	6	0.0119462
32	7	0
32	8	0.037486
32	9	0.0147192
32	10	0.0133142
32	11	0.0110799
32	12	0.0064433
32	13	0.0116586
32	14	0.0024311
32	15	0.0024529
32	16	0.0245365
32	17	0.0078188
32	18	0.0550664
32	19	0.0550664
32	20	0.0550664
32	21	0.0839111
32	22	0.0550664
32	23	0.0839111
32	24	0.0839111
32	25	0
32	26	0
32	27	0.0842269
32	28	0.0391662
32	29	0.075737
32	30	0.0391662
32	31	0.0872347
32	32	0.0759592
32	33	0.0391662
32	34	0.0549037
32	35	0.0839111
33	1	0.0098338
33	2	0.0077177
33	3	0.0156321
33	4	0.0138504
33	5	0.0098453
33	6	0.0076574
33	7	0
33	8	0.0236121
33	9	0.0104755
33	10	0.0078853
33	11	0.0074095
33	12	0.0045621
33	13	0.0072792
33	14	0.0032747
33	15	0.0033041
33	16	0.0124466
33	17	0.0044975
33	18	0.0315866
33	19	0.0315866
33	20	0.0315866
33	21	0.0500391
33	22	0.0315866
33	23	0.0500391
33	24	0.0500391
33	25	0
33	26	0
33	27	0.0458681
33	28	0.025194
33	29	0.0463091
33	30	0.025194
33	31	0.0480682
33	32	0.0391662
33	33	0.025194
33	34	0.0290071
33	35	0.0500391
34	1	0.0098221
34	2	0.0101404
34	3	0.0189954
34	4	0.0168303
34	5	0.0103123
34	6	0.0081571
34	7	0
34	8	0.0288474
34	9	0.0109723
34	10	0.009845
34	11	0.0084636
34	12	0.0049624
34	13	0.0086919
34	14	0.0022006
34	15	0.0022203
34	16	0.0174821
34	17	0.0054891
34	18	0.0402475
34	19	0.0402475
34	20	0.0402475
34	21	0.061851
34	22	0.0402475
34	23	0.061851
34	24	0.061851
34	25	0
34	26	0
34	27	0.0602864
34	28	0.0290071
34	29	0.0544216
34	30	0.0290071
34	31	0.0639164
34	32	0.0549037
34	33	0.0290071
34	34	0.0404384
34	35	0.061851
35	1	0.0271113
35	2	0.0187799
35	3	0.0340789
35	4	0.0301946
35	5	0.0225756
35	6	0.0192862
35	7	0
35	8	0.0502014
35	9	0.0240206
35	10	0.019112
35	11	0.0187391
35	12	0.0141927
35	13	0.0170669
35	14	0.0078304
35	15	0.0079006
35	16	0.0268314
35	17	0
35	18	0.0658226
35	19	0.0658226
35	20	0.0658226
35	21	0.1085422
35	22	0.0658226
35	23	0.1085422
35	24	0.1085422
35	25	0
35	26	0
35	27	0.0960603
35	28	0.0500391
35	29	0.0926222
35	30	0.0500391
35	31	0.1027901
35	32	0.0839111
35	33	0.0500391
35	34	0.061851
35	35	0.1085422